H,S,V,class
11,133,100,branco
11,132,91,branco
14,128,98,branco
12,85,117,branco
10,92,117,branco
11,131,107,branco
13,170,93,branco
13,174,91,branco
12,178,86,branco
12,171,85,branco
11,155,89,branco
12,178,93,branco
10,136,105,branco
11,130,102,branco
12,84,118,branco
10,91,118,branco
12,140,104,branco
13,168,94,branco
12,169,86,branco
12,184,90,branco
12,188,88,branco
11,131,101,branco
10,90,119,branco
12,144,101,branco
13,161,108,branco
13,159,109,branco
12,167,87,branco
11,158,89,branco
12,180,92,branco
12,191,87,branco
13,126,99,branco
12,84,119,branco
12,94,120,branco
11,119,105,branco
13,164,106,branco
13,162,107,branco
12,163,108,branco
12,161,109,branco
11,152,119,branco
11,153,118,branco
10,157,114,branco
12,165,93,branco
12,161,95,branco
12,163,94,branco
11,161,87,branco
10,187,86,branco
11,144,92,branco
11,128,98,branco
13,125,98,branco
15,90,122,branco
13,103,119,branco
13,114,110,branco
12,117,113,branco
12,130,102,branco
12,120,108,branco
10,117,109,branco
9,122,109,branco
12,159,106,branco
12,157,107,branco
10,155,115,branco
12,164,107,branco
12,169,104,branco
9,154,98,branco
8,154,96,branco
11,156,88,branco
11,159,88,branco
11,164,90,branco
11,169,89,branco
11,173,90,branco
9,158,103,branco
9,166,92,branco
9,174,88,branco
9,170,90,branco
12,187,101,branco
12,185,105,branco
9,157,104,branco
8,149,99,branco
10,134,105,branco
9,124,107,branco
11,136,92,branco
11,130,96,branco
11,126,99,branco
11,125,100,branco
15,94,122,branco
13,104,118,branco
13,117,109,branco
13,129,107,branco
13,138,102,branco
12,135,100,branco
11,119,111,branco
11,123,108,branco
8,119,107,branco
12,160,105,branco
12,156,108,branco
10,154,116,branco
9,149,91,branco
11,168,88,branco
11,161,92,branco
11,187,79,branco
11,190,78,branco
11,183,81,branco
8,149,101,branco
8,155,97,branco
8,165,91,branco
8,173,87,branco
8,171,88,branco
9,173,99,branco
9,166,103,branco
12,185,102,branco
13,182,109,branco
13,181,110,branco
9,157,109,branco
9,155,110,branco
10,168,108,branco
9,150,100,branco
8,148,100,branco
8,151,98,branco
8,151,91,branco
8,153,90,branco
9,142,95,branco
9,145,93,branco
9,141,96,branco
9,134,101,branco
9,130,104,branco
9,130,102,branco
11,132,95,branco
15,95,121,branco
13,105,117,branco
13,118,108,branco
13,138,100,branco
13,139,101,branco
12,130,104,branco
12,123,110,branco
11,121,110,branco
11,125,106,branco
9,127,104,branco
9,126,105,branco
10,132,108,branco
12,171,103,branco
11,172,86,branco
11,203,73,branco
11,214,69,branco
11,205,72,branco
11,185,80,branco
8,150,100,branco
8,157,96,branco
8,167,90,branco
8,177,85,branco
12,183,103,branco
12,183,106,branco
9,129,105,branco
9,125,108,branco
15,96,119,branco
13,106,115,branco
14,125,106,branco
13,142,97,branco
13,143,102,branco
13,132,106,branco
12,124,109,branco
9,125,106,branco
9,129,103,branco
11,192,77,branco
11,195,76,branco
8,152,99,branco
8,158,95,branco
8,181,83,branco
9,169,101,branco
12,178,106,branco
9,126,107,branco
11,124,101,branco
10,105,104,branco
15,97,118,branco
13,108,113,branco
14,127,104,branco
13,139,99,branco
13,140,104,branco
13,131,107,branco
11,179,84,branco
8,160,94,branco
8,183,82,branco
9,168,102,branco
9,164,104,branco
9,147,97,branco
9,137,104,branco
9,135,106,branco
10,136,103,branco
11,149,89,branco
15,99,116,branco
13,109,112,branco
14,130,102,branco
14,140,102,branco
13,136,107,branco
12,137,99,branco
9,119,111,branco
9,123,108,branco
11,142,104,branco
11,171,91,branco
12,155,94,branco
11,151,93,branco
11,149,94,branco
9,136,105,branco
9,130,110,branco
9,132,108,branco
10,113,106,branco
15,100,115,branco
13,111,110,branco
14,131,101,branco
14,139,103,branco
13,135,108,branco
11,124,111,branco
11,125,110,branco
8,154,98,branco
8,175,86,branco
12,160,91,branco
12,158,92,branco
12,150,97,branco
13,158,89,branco
13,167,84,branco
12,154,88,branco
12,147,92,branco
9,133,107,branco
10,114,105,branco
14,133,100,branco
14,139,108,branco
12,131,103,branco
11,123,112,branco
11,127,108,branco
10,170,84,branco
12,153,95,branco
12,156,93,branco
13,145,97,branco
13,156,90,branco
13,169,83,branco
12,152,89,branco
12,144,94,branco
9,140,102,branco
9,141,101,branco
10,115,104,branco
15,102,112,branco
13,114,107,branco
14,136,105,branco
12,153,110,branco
10,177,88,branco
8,169,89,branco
12,147,99,branco
13,151,93,branco
13,154,91,branco
13,152,92,branco
13,163,86,branco
13,173,81,branco
13,143,98,branco
10,137,106,branco
10,140,104,branco
10,135,106,branco
11,135,104,branco
14,133,107,branco
14,137,110,branco
13,132,110,branco
13,137,106,branco
13,148,107,branco
8,162,93,branco
8,164,92,branco
12,151,88,branco
12,155,87,branco
12,149,91,branco
13,149,94,branco
13,159,88,branco
13,148,95,branco
13,142,99,branco
12,145,100,branco
9,152,99,branco
10,138,105,branco
10,121,105,branco
15,103,111,branco
14,133,111,branco
15,135,113,branco
14,133,113,branco
13,133,109,branco
13,136,103,branco
10,155,92,branco
12,155,99,branco
13,145,109,branco
13,155,105,branco
12,174,101,branco
8,148,102,branco
9,147,104,branco
9,174,91,branco
12,151,86,branco
12,158,84,branco
12,145,93,branco
13,152,99,branco
13,150,100,branco
13,149,101,branco
10,124,103,branco
15,104,110,branco
14,126,105,branco
14,131,113,branco
15,133,115,branco
14,132,114,branco
14,136,111,branco
13,154,106,branco
12,176,100,branco
8,146,103,branco
9,146,105,branco
9,170,93,branco
9,176,90,branco
9,180,88,branco
12,155,84,branco
12,162,82,branco
12,142,95,branco
13,145,104,branco
11,139,101,branco
15,105,109,branco
14,130,114,branco
14,134,112,branco
11,152,92,branco
13,142,111,branco
13,153,107,branco
12,178,99,branco
9,164,92,branco
9,167,90,branco
9,171,88,branco
8,164,90,branco
11,151,88,branco
9,151,105,branco
15,107,107,branco
14,123,108,branco
14,131,115,branco
13,149,106,branco
8,143,105,branco
8,166,89,branco
8,168,88,branco
8,170,87,branco
9,173,87,branco
12,157,83,branco
11,152,87,branco
14,122,109,branco
14,129,115,branco
15,132,116,branco
14,130,116,branco
13,129,113,branco
13,129,109,branco
9,182,87,branco
9,184,86,branco
8,142,106,branco
8,174,85,branco
8,180,82,branco
9,186,81,branco
11,172,77,branco
11,158,84,branco
9,149,106,branco
11,141,105,branco
14,111,108,branco
14,127,116,branco
15,131,117,branco
14,129,117,branco
13,128,118,branco
13,132,114,branco
11,173,87,branco
10,179,81,branco
9,183,82,branco
9,144,106,branco
8,176,84,branco
8,178,83,branco
9,185,77,branco
8,192,77,branco
10,182,80,branco
10,133,107,branco
11,116,108,branco
13,113,108,branco
12,113,115,branco
13,126,109,branco
13,125,116,branco
14,128,118,branco
13,130,120,branco
13,131,119,branco
13,136,116,branco
10,142,113,branco
12,180,98,branco
9,165,99,branco
9,169,89,branco
10,178,79,branco
9,181,79,branco
11,171,109,branco
11,169,110,branco
8,159,93,branco
9,142,106,branco
9,141,107,branco
12,112,116,branco
13,126,115,branco
12,181,97,branco
9,163,100,branco
11,154,78,branco
12,161,81,branco
11,174,107,branco
11,172,108,branco
12,168,105,branco
9,155,105,branco
9,143,105,branco
8,158,87,branco
8,155,89,branco
8,141,98,branco
7,143,93,branco
9,139,103,branco
9,137,99,branco
9,135,100,branco
12,111,117,branco
13,124,113,branco
13,130,112,branco
11,182,94,branco
12,163,80,branco
8,148,93,branco
13,115,109,branco
13,122,115,branco
12,138,116,branco
11,181,76,branco
12,169,77,branco
10,174,82,branco
13,173,100,branco
13,118,106,branco
13,132,118,branco
10,145,120,branco
11,163,86,branco
10,180,78,branco
11,179,77,branco
11,174,76,branco
11,169,74,branco
11,177,75,branco
8,148,86,branco
8,147,87,branco
10,170,75,branco
13,179,91,branco
13,121,103,branco
12,115,113,branco
10,182,77,branco
10,185,76,branco
11,184,75,branco
11,174,72,branco
11,179,74,branco
8,140,84,branco
12,184,79,branco
13,183,82,branco
9,151,108,branco
13,157,104,branco
13,158,103,branco
13,125,100,branco
13,134,116,branco
11,141,119,branco
10,146,119,branco
10,150,112,branco
11,186,74,branco
10,177,72,branco
10,172,74,branco
8,134,82,branco
8,137,80,branco
8,144,76,branco
10,176,68,branco
10,166,66,branco
12,183,71,branco
13,192,73,branco
12,189,77,branco
12,182,80,branco
13,160,102,branco
13,172,98,branco
13,163,103,branco
13,127,110,branco
13,124,117,branco
13,135,115,branco
11,140,120,branco
10,148,114,branco
11,189,73,branco
9,182,73,branco
10,171,64,branco
9,157,65,branco
11,179,67,branco
13,186,67,branco
12,188,69,branco
11,184,72,branco
13,170,99,branco
13,168,100,branco
13,168,97,branco
13,133,117,branco
10,143,121,branco
8,132,89,branco
10,148,86,branco
7,148,62,branco
11,161,65,branco
12,180,65,branco
11,187,64,branco
11,190,63,branco
10,193,66,branco
13,165,102,branco
13,167,101,branco
9,139,97,branco
12,118,110,branco
8,127,92,branco
8,136,86,branco
10,145,88,branco
9,155,66,branco
9,147,59,branco
11,163,58,branco
12,166,60,branco
11,169,62,branco
12,178,63,branco
10,179,67,branco
10,182,70,branco
13,116,108,branco
13,120,117,branco
8,129,99,branco
9,159,64,branco
11,155,51,branco
13,156,54,branco
12,156,59,branco
10,155,64,branco
8,158,66,branco
9,169,68,branco
8,180,71,branco
8,149,87,branco
9,162,71,branco
9,162,63,branco
11,146,49,branco
12,147,52,branco
11,139,57,branco
8,161,65,branco
8,173,68,branco
8,177,78,branco
12,177,91,branco
13,117,107,branco
13,127,114,branco
10,179,87,branco
8,146,94,branco
9,167,61,branco
7,156,59,branco
9,152,57,branco
11,127,54,branco
11,127,56,branco
8,161,92,branco
12,175,92,branco
9,178,86,branco
9,176,87,branco
9,170,60,branco
9,173,56,branco
9,164,53,branco
6,140,53,branco
10,110,58,branco
12,105,56,branco
8,141,78,branco
8,144,85,branco
8,142,97,branco
8,145,95,branco
13,112,112,branco
13,125,112,branco
9,167,52,branco
10,95,59,branco
12,98,60,branco
10,101,63,branco
11,112,64,branco
10,124,68,branco
9,129,75,branco
8,128,82,branco
7,141,94,branco
9,128,106,branco
13,109,115,branco
11,112,118,branco
13,131,115,branco
12,133,115,branco
12,143,116,branco
9,182,84,branco
8,163,91,branco
8,163,61,branco
7,161,57,branco
7,136,60,branco
8,120,66,branco
9,116,64,branco
11,116,68,branco
11,124,72,branco
10,131,76,branco
9,126,81,branco
8,143,96,branco
13,104,120,branco
11,111,119,branco
12,122,119,branco
11,131,113,branco
10,137,117,branco
10,140,115,branco
7,143,64,branco
12,167,67,branco
11,169,71,branco
11,160,75,branco
12,159,82,branco
12,98,115,branco
12,107,121,branco
11,118,119,branco
10,120,119,branco
10,126,113,branco
11,132,112,branco
11,130,114,branco
8,172,80,branco
8,163,80,branco
8,135,81,branco
13,178,79,branco
12,163,89,branco
13,128,98,branco
11,113,117,branco
10,122,117,branco
11,133,111,branco
8,168,82,branco
8,134,78,branco
12,165,88,branco
12,96,117,branco
12,107,122,branco
10,123,116,branco
11,173,81,branco
8,133,88,branco
12,94,119,branco
12,105,124,branco
11,117,120,branco
8,164,84,branco
12,93,121,branco
12,104,125,branco
11,111,120,branco
10,125,114,branco
10,172,105,branco
11,151,91,branco
11,134,93,branco
11,176,106,branco
10,176,103,branco
13,130,96,branco
12,106,123,branco
10,121,118,branco
10,124,115,branco
10,174,104,branco
10,178,102,branco
11,137,91,branco
12,108,120,branco
10,118,121,branco
12,144,115,branco
10,169,107,branco
10,171,106,branco
13,133,94,branco
12,109,119,branco
8,158,105,branco
13,132,95,branco
12,110,118,branco
8,159,104,branco
8,156,106,branco
8,149,82,branco
8,159,77,branco
8,151,81,branco
8,159,106,branco
8,157,107,branco
11,129,115,branco
11,181,86,branco
11,179,87,branco
9,162,101,branco
11,129,97,branco
10,194,83,branco
11,192,81,branco
11,187,83,branco
11,177,88,branco
7,159,109,branco
8,156,108,branco
12,96,114,branco
13,108,116,branco
8,163,75,branco
11,190,79,branco
11,193,78,branco
11,188,80,branco
8,155,107,branco
12,95,116,branco
13,113,111,branco
12,115,115,branco
12,124,117,branco
13,136,111,branco
13,139,108,branco
13,142,106,branco
9,154,106,branco
9,153,107,branco
9,150,109,branco
13,93,112,branco
14,106,113,branco
13,119,116,branco
13,121,116,branco
13,133,113,branco
8,154,103,branco
8,147,83,branco
8,167,78,branco
8,169,77,branco
13,168,103,branco
13,96,109,branco
14,107,112,branco
13,118,117,branco
13,118,119,branco
13,130,116,branco
13,134,112,branco
8,152,104,branco
13,134,93,branco
13,98,107,branco
14,108,111,branco
13,116,119,branco
13,116,121,branco
13,141,107,branco
8,151,105,branco
13,99,106,branco
13,111,113,branco
13,115,120,branco
12,139,110,branco
13,110,114,branco
13,114,121,branco
13,117,120,branco
13,119,118,branco
13,94,111,branco
14,104,115,branco
8,155,102,branco
13,124,101,branco
13,90,116,branco
14,102,118,branco
13,129,117,branco
13,119,105,branco
10,136,107,branco
8,157,101,branco
13,148,102,branco
13,89,117,branco
13,123,114,branco
9,141,112,branco
10,133,109,branco
7,140,80,branco
8,156,88,branco
13,143,105,branco
13,120,104,branco
13,89,118,branco
10,138,116,branco
10,139,117,branco
10,144,117,branco
9,136,116,branco
10,132,110,branco
8,142,77,branco
8,158,100,branco
7,139,81,branco
13,88,119,branco
14,102,117,branco
10,143,118,branco
9,135,117,branco
9,129,111,branco
8,136,75,branco
8,134,76,branco
8,160,99,branco
13,123,102,branco
13,87,120,branco
8,138,74,branco
8,132,77,branco
9,167,98,branco
8,161,98,branco
8,146,84,branco
13,134,105,branco
13,117,118,branco
9,139,114,branco
8,129,85,branco
6,129,73,branco
6,123,77,branco
9,168,97,branco
8,163,97,branco
8,153,85,branco
8,151,86,branco
8,148,88,branco
7,147,90,branco
9,161,108,branco
12,89,123,branco
12,112,118,branco
10,141,119,branco
10,143,114,branco
9,131,109,branco
8,129,101,branco
8,135,87,branco
6,137,78,branco
6,134,80,branco
9,170,96,branco
7,146,91,branco
8,150,92,branco
8,139,99,branco
12,92,119,branco
13,106,118,branco
12,111,119,branco
12,117,116,branco
12,125,116,branco
12,129,113,branco
10,136,114,branco
8,134,103,branco
7,136,92,branco
6,161,73,branco
6,164,73,branco
7,158,79,branco
7,140,89,branco
6,141,83,branco
12,93,118,branco
8,132,104,branco
7,135,98,branco
6,152,84,branco
6,148,86,branco
10,135,108,branco
11,139,108,branco
11,142,106,branco
12,113,117,branco
12,150,112,branco
7,134,99,branco
7,131,101,branco
7,129,103,branco
8,130,106,branco
6,143,82,branco
12,94,117,branco
13,106,116,branco
8,126,109,branco
6,145,81,branco
12,145,116,branco
8,134,110,branco
8,132,112,branco
6,147,80,branco
12,127,114,branco
12,148,114,branco
6,148,79,branco
12,95,115,branco
13,107,114,branco
12,126,115,branco
11,134,116,branco
12,97,113,branco
12,114,116,branco
12,123,118,branco
12,130,118,branco
8,129,91,branco
8,130,90,branco
12,116,114,branco
12,131,117,branco
8,138,100,branco
8,130,94,branco
8,125,104,branco
12,118,112,branco
11,124,113,branco
12,132,116,branco
6,139,79,branco
6,141,78,branco
8,136,90,branco
7,126,89,branco
8,132,93,branco
8,126,103,branco
12,119,111,branco
10,144,113,branco
10,146,112,branco
12,170,99,branco
13,172,95,branco
13,172,92,branco
8,135,91,branco
7,130,86,branco
7,132,85,branco
8,125,98,branco
8,128,102,branco
8,135,102,branco
9,142,115,branco
9,143,114,branco
10,149,113,branco
9,148,110,branco
5,143,80,branco
6,150,73,branco
8,131,99,branco
8,129,95,branco
7,134,84,branco
7,135,83,branco
8,139,88,branco
8,133,98,branco
9,138,118,branco
8,135,117,branco
8,136,116,branco
10,145,116,branco
8,142,111,branco
9,138,111,branco
13,175,96,branco
6,152,72,branco
7,158,71,branco
7,133,100,branco
8,126,97,branco
8,134,118,branco
9,141,116,branco
8,146,108,branco
7,140,111,branco
9,137,112,branco
13,174,97,branco
5,145,79,branco
4,136,77,branco
4,139,75,branco
4,141,74,branco
8,157,70,branco
6,122,96,branco
7,129,87,branco
6,130,90,branco
8,128,96,branco
13,101,114,branco
8,137,115,branco
9,144,113,branco
8,159,69,branco
14,103,116,branco
14,107,117,branco
13,121,120,branco
8,161,103,branco
8,163,102,branco
9,125,98,branco
15,111,117,branco
11,154,68,branco
8,156,103,branco
8,158,102,branco
8,152,106,branco
8,150,107,branco
8,148,107,branco
8,149,106,branco
10,126,95,branco
10,125,96,branco
6,133,73,branco
8,153,108,branco
9,124,99,branco
10,123,104,branco
12,137,106,branco
13,126,119,branco
6,131,74,branco
9,122,100,branco
13,125,120,branco
6,136,71,branco
11,156,67,branco
11,143,105,branco
9,119,103,branco
9,120,102,branco
8,165,71,branco
8,161,68,branco
6,147,66,branco
13,124,121,branco
8,163,64,branco
6,154,63,branco
6,149,65,branco
14,105,114,branco
15,114,114,branco
13,123,118,branco
11,150,121,branco
7,141,65,branco
7,153,60,branco
7,150,61,branco
8,142,104,branco
11,131,105,branco
15,110,118,branco
15,108,120,branco
13,122,119,branco
11,151,120,branco
7,139,66,branco
15,109,119,branco
8,152,109,branco
11,175,89,branco
6,129,67,branco
7,132,62,branco
7,134,61,branco
6,145,67,branco
9,158,110,branco
14,99,121,branco
15,107,121,branco
7,146,56,branco
13,120,121,branco
5,134,57,branco
5,137,56,branco
5,123,62,branco
5,121,63,branco
10,163,111,branco
9,165,113,branco
9,168,111,branco
9,171,109,branco
10,166,109,branco
14,101,119,branco
15,113,115,branco
13,123,122,branco
5,139,55,branco
5,142,54,branco
5,125,61,branco
5,120,64,branco
12,165,68,branco
10,162,112,branco
10,168,114,branco
9,169,110,branco
10,165,110,branco
10,131,111,branco
14,97,124,branco
15,106,123,branco
13,113,122,branco
11,168,114,branco
12,158,118,branco
12,156,119,branco
12,155,120,branco
13,172,111,branco
13,171,112,branco
13,169,113,branco
9,154,63,branco
5,118,65,branco
12,146,68,branco
12,157,70,branco
12,164,67,branco
12,163,69,branco
11,174,110,branco
11,168,111,branco
9,140,113,branco
13,111,124,branco
13,117,124,branco
10,160,113,branco
12,166,106,branco
9,146,112,branco
12,172,113,branco
13,177,108,branco
13,178,110,branco
13,177,111,branco
13,174,110,branco
13,175,109,branco
8,165,96,branco
13,152,69,branco
12,161,68,branco
12,159,69,branco
11,166,72,branco
11,162,74,branco
10,135,115,branco
13,112,123,branco
13,118,123,branco
13,180,109,branco
9,174,94,branco
12,144,69,branco
9,137,115,branco
10,133,117,branco
13,168,114,branco
13,171,106,branco
13,175,112,branco
9,177,92,branco
6,126,69,branco
12,154,71,branco
12,152,72,branco
10,132,118,branco
14,100,120,branco
13,165,110,branco
13,168,108,branco
9,172,95,branco
7,129,71,branco
6,131,72,branco
11,145,72,branco
11,143,73,branco
15,107,122,branco
13,174,114,branco
13,166,115,branco
13,179,107,branco
14,97,123,branco
11,133,117,branco
10,136,118,branco
13,157,107,branco
12,129,119,branco
10,132,122,branco
11,118,112,branco
10,135,119,branco
8,166,66,branco
6,143,68,branco
11,147,64,branco
11,136,111,branco
10,142,115,branco
11,166,112,branco
11,163,114,branco
11,162,115,branco
11,160,116,branco
11,165,113,branco
10,138,72,branco
8,138,85,branco
7,166,80,branco
7,164,87,branco
4,133,69,branco
11,171,112,branco
11,169,113,branco
11,166,115,branco
11,165,116,branco
11,172,111,branco
6,154,76,branco
7,160,78,branco
7,156,88,branco
7,150,97,branco
8,145,109,branco
11,162,118,branco
11,143,123,branco
11,144,122,branco
5,129,69,branco
8,142,86,branco
9,175,70,branco
5,146,70,branco
4,147,71,branco
5,155,74,branco
6,156,77,branco
5,151,88,branco
6,143,98,branco
7,141,110,branco
8,145,114,branco
9,157,114,branco
10,166,115,branco
10,162,118,branco
11,161,122,branco
10,164,67,branco
4,124,66,branco
5,127,70,branco
5,133,67,branco
9,131,66,branco
9,129,67,branco
6,140,84,branco
11,175,109,branco
14,105,119,branco
10,137,119,branco
13,140,113,branco
5,113,68,branco
4,117,70,branco
6,156,75,branco
6,147,87,branco
7,147,97,branco
8,144,110,branco
8,147,113,branco
10,169,113,branco
10,169,118,branco
12,152,116,branco
12,153,122,branco
10,165,65,branco
4,117,63,branco
4,119,62,branco
4,116,64,branco
4,135,68,branco
8,138,89,branco
11,123,102,branco
13,102,113,branco
14,108,116,branco
11,127,116,branco
10,141,116,branco
9,143,107,branco
9,132,116,branco
8,133,111,branco
13,154,109,branco
13,148,114,branco
13,150,107,branco
14,148,102,branco
13,135,102,branco
11,152,79,branco
10,162,66,branco
10,153,60,branco
7,110,58,branco
3,91,56,branco
5,99,59,branco
6,104,64,branco
5,116,66,branco
10,157,115,branco
11,169,116,branco
11,174,116,branco
12,166,117,branco
13,163,111,branco
12,146,115,branco
13,163,117,branco
12,159,119,branco
12,150,117,branco
10,135,68,branco
9,128,68,branco
10,127,66,branco
1,115,60,branco
4,125,59,branco
1,117,59,branco
4,121,61,branco
1,109,63,branco
4,114,65,branco
1,111,62,branco
1,108,64,branco
4,112,66,branco
1,103,67,branco
4,109,68,branco
1,101,68,branco
3,113,70,branco
5,142,72,branco
5,140,73,branco
6,138,70,branco
7,155,92,branco
7,154,93,branco
7,152,94,branco
7,150,95,branco
7,149,96,branco
7,144,99,branco
7,146,98,branco
7,143,100,branco
13,173,103,branco
13,174,104,branco
13,172,105,branco
13,169,107,branco
9,139,110,branco
13,99,116,branco
14,106,118,branco
12,108,123,branco
13,161,111,branco
14,152,114,branco
14,153,108,branco
14,146,103,branco
13,134,103,branco
12,148,79,branco
11,158,66,branco
5,100,56,branco
5,87,53,branco
3,89,57,branco
5,95,62,branco
6,114,65,branco
12,168,117,branco
12,163,119,branco
12,162,120,branco
12,160,118,branco
13,155,117,branco
13,162,110,branco
13,164,109,branco
13,159,112,branco
10,131,64,branco
3,124,64,branco
3,118,67,branco
5,114,67,branco
5,111,69,branco
3,110,72,branco
5,109,70,branco
3,108,73,branco
4,112,73,branco
6,141,76,branco
7,144,92,branco
13,167,104,branco
8,145,104,branco
8,121,97,branco
9,116,99,branco
14,165,111,branco
13,155,115,branco
13,153,110,branco
14,148,107,branco
13,138,105,branco
13,133,96,branco
12,143,82,branco
5,98,60,branco
6,102,65,branco
13,174,116,branco
13,173,115,branco
12,164,118,branco
13,164,121,branco
13,161,119,branco
13,166,109,branco
6,124,76,branco
9,131,74,branco
6,128,74,branco
9,133,73,branco
6,126,75,branco
8,131,76,branco
8,136,77,branco
11,164,76,branco
11,154,86,branco
13,161,98,branco
14,111,113,branco
13,168,111,branco
13,147,109,branco
13,145,107,branco
13,145,86,branco
8,113,61,branco
7,106,60,branco
6,105,63,branco
6,107,69,branco
9,124,70,branco
11,172,117,branco
12,177,117,branco
13,175,115,branco
12,172,114,branco
13,169,118,branco
13,166,121,branco
13,165,122,branco
12,164,120,branco
12,166,118,branco
9,136,75,branco
8,133,75,branco
10,141,76,branco
10,137,78,branco
12,164,81,branco
12,161,90,branco
13,166,97,branco
13,169,95,branco
13,175,92,branco
13,181,89,branco
13,181,90,branco
13,167,96,branco
13,176,90,branco
13,102,112,branco
14,114,110,branco
13,174,113,branco
13,152,106,branco
8,122,65,branco
9,126,69,branco
11,163,117,branco
11,169,119,branco
12,178,116,branco
13,181,113,branco
13,178,113,branco
12,175,111,branco
12,169,115,branco
13,171,118,branco
12,169,122,branco
12,169,124,branco
12,171,121,branco
12,174,119,branco
13,169,119,branco
12,169,116,branco
9,132,77,branco
11,152,82,branco
11,164,73,branco
12,165,79,branco
12,156,85,branco
13,162,85,branco
12,154,86,branco
13,158,87,branco
12,149,89,branco
12,178,90,branco
12,173,93,branco
13,164,92,branco
12,170,78,branco
13,177,78,branco
12,168,79,branco
12,166,80,branco
13,173,90,branco
13,178,89,branco
13,181,86,branco
13,186,85,branco
13,187,83,branco
13,195,81,branco
13,182,87,branco
13,177,88,branco
13,180,88,branco
13,184,86,branco
13,183,85,branco
12,187,82,branco
12,179,81,branco
12,177,82,branco
12,175,83,branco
12,173,84,branco
12,181,89,branco
14,115,109,branco
13,135,117,branco
13,137,115,branco
13,141,112,branco
12,148,119,branco
12,149,118,branco
13,176,113,branco
11,159,117,branco
11,165,119,branco
11,170,120,branco
12,180,115,branco
12,183,114,branco
13,181,111,branco
12,177,111,branco
12,174,113,branco
12,172,120,branco
12,173,121,branco
12,175,118,branco
13,172,117,branco
12,175,112,branco
9,154,111,branco
8,131,80,branco
11,151,83,branco
12,153,85,branco
12,152,87,branco
12,180,85,branco
12,184,83,branco
12,182,84,branco
12,167,78,branco
11,174,69,branco
12,175,67,branco
12,173,68,branco
12,168,70,branco
12,163,72,branco
12,165,82,branco
13,171,82,branco
13,180,78,branco
13,190,74,branco
13,185,76,branco
13,175,80,branco
12,180,75,branco
12,183,74,branco
12,176,77,branco
11,178,79,branco
12,194,79,branco
13,105,109,branco
13,103,111,branco
14,118,106,branco
13,137,117,branco
13,138,116,branco
13,142,113,branco
13,146,110,branco
13,151,115,branco
13,153,117,branco
13,151,120,branco
13,152,119,branco
13,160,116,branco
13,177,114,branco
12,171,115,branco
11,168,117,branco
11,171,118,branco
12,181,114,branco
12,178,110,branco
12,180,109,branco
13,156,80,branco
10,158,63,branco
10,166,60,branco
11,166,57,branco
9,159,61,branco
5,144,71,branco
4,145,72,branco
11,171,70,branco
11,176,68,branco
11,171,67,branco
11,174,66,branco
10,169,65,branco
11,179,64,branco
11,182,63,branco
11,185,76,branco
11,182,77,branco
11,175,80,branco
11,133,94,branco
8,139,79,branco
5,157,73,branco
8,141,49,branco
8,138,50,branco
8,130,51,branco
4,134,61,branco
4,136,62,branco
3,135,64,branco
3,138,63,branco
4,148,62,branco
6,157,60,branco
9,162,60,branco
9,170,57,branco
9,164,59,branco
7,164,56,branco
11,130,88,branco
11,125,92,branco
13,110,104,branco
14,94,108,branco
15,133,86,branco
18,131,84,branco
22,128,82,branco
24,127,84,branco
12,121,82,branco
12,124,80,branco
13,134,78,branco
13,132,79,branco
15,132,83,branco
15,125,86,branco
18,131,80,branco
22,124,80,branco
9,128,80,branco
10,129,83,branco
11,128,82,branco
10,126,79,branco
11,115,82,branco
13,118,82,branco
12,150,78,branco
10,136,79,branco
10,129,77,branco
10,133,75,branco
10,123,81,branco
9,111,87,branco
12,143,64,branco
12,148,67,branco
12,148,74,branco
12,146,75,branco
12,144,76,branco
12,142,77,branco
12,141,78,branco
11,123,85,branco
10,120,83,branco
11,152,52,branco
11,146,54,branco
13,150,56,branco
13,148,57,branco
11,146,61,branco
12,148,62,branco
12,146,63,branco
12,153,65,branco
12,150,73,branco
12,139,79,branco
12,127,86,branco
10,142,45,branco
8,138,48,branco
11,149,48,branco
11,152,47,branco
11,155,46,branco
12,156,49,branco
12,159,48,branco
11,161,49,branco
13,168,50,branco
13,165,51,branco
12,170,54,branco
12,153,60,branco
13,162,60,branco
12,158,63,branco
12,151,66,branco
12,142,70,branco
12,150,75,branco
12,154,76,branco
12,147,80,branco
12,145,81,branco
12,152,77,branco
12,138,85,branco
9,135,36,branco
10,148,38,branco
10,144,39,branco
10,140,40,branco
10,152,42,branco
10,145,44,branco
8,141,47,branco
8,144,46,branco
11,159,45,branco
12,163,47,branco
11,165,48,branco
13,172,49,branco
11,172,52,branco
12,158,58,branco
11,157,60,branco
12,163,61,branco
12,155,64,branco
12,159,74,branco
12,141,83,branco
12,140,84,branco
13,159,77,branco
13,155,79,branco
13,146,84,branco
13,151,81,branco
8,134,38,branco
9,147,33,branco
9,143,34,branco
9,138,35,branco
11,149,36,branco
11,145,37,branco
10,152,37,branco
9,139,44,branco
7,145,44,branco
8,154,43,branco
8,151,44,branco
11,143,48,branco
11,146,47,branco
11,150,46,branco
12,153,50,branco
13,162,52,branco
13,159,53,branco
13,164,53,branco
12,164,56,branco
12,161,57,branco
13,166,69,branco
14,164,73,branco
14,154,78,branco
14,148,81,branco
14,144,83,branco
14,143,84,branco
14,158,79,branco
