H,S,V,class
14,154,81,branco
13,149,84,branco
13,148,86,branco
13,147,87,branco
10,160,35,branco
10,165,34,branco
8,150,34,branco
11,153,35,branco
9,146,42,branco
9,142,43,branco
7,148,43,branco
7,152,42,branco
9,149,41,branco
11,164,42,branco
11,168,41,branco
11,162,44,branco
12,170,45,branco
12,167,55,branco
13,170,57,branco
13,171,61,branco
13,174,66,branco
13,162,71,branco
14,158,76,branco
14,150,80,branco
14,156,80,branco
14,151,83,branco
14,149,89,branco
14,144,92,branco
14,141,94,branco
8,138,37,branco
8,142,36,branco
8,146,35,branco
10,156,36,branco
11,158,34,branco
14,151,32,branco
14,147,33,branco
5,140,40,branco
9,153,40,branco
10,155,41,branco
12,154,38,branco
10,159,40,branco
13,172,43,branco
13,175,48,branco
12,184,50,branco
12,169,59,branco
15,180,61,branco
15,169,65,branco
15,159,69,branco
15,150,73,branco
15,144,76,branco
14,152,79,branco
14,152,82,branco
14,164,81,branco
14,158,84,branco
13,148,93,branco
5,127,36,branco
14,143,34,branco
9,127,38,branco
5,144,39,branco
3,131,39,branco
11,160,43,branco
13,183,53,branco
13,187,56,branco
15,166,66,branco
15,154,71,branco
15,148,74,branco
13,147,78,branco
13,159,80,branco
14,156,85,branco
14,166,86,branco
10,148,43,branco
10,137,41,branco
9,131,37,branco
5,124,35,branco
5,128,34,branco
2,113,34,branco
5,131,33,branco
5,135,32,branco
15,143,32,branco
5,120,36,branco
5,124,37,branco
0,118,39,branco
12,150,39,branco
12,147,40,branco
13,159,40,branco
11,153,45,branco
13,164,45,branco
12,166,46,branco
13,179,47,branco
12,195,47,branco
13,198,49,branco
13,179,54,branco
14,170,60,branco
13,158,66,branco
15,157,70,branco
13,151,76,branco
14,156,77,branco
14,160,78,branco
13,166,77,branco
13,168,76,branco
13,172,80,branco
13,170,81,branco
7,139,46,branco
7,142,45,branco
2,116,33,branco
11,162,33,branco
14,156,31,branco
14,162,30,branco
15,158,29,branco
0,113,36,branco
0,121,38,branco
11,156,44,branco
13,200,42,branco
12,200,46,branco
13,176,55,branco
13,163,64,branco
12,156,75,branco
13,168,73,branco
13,171,73,branco
13,175,73,branco
12,172,77,branco
9,158,55,branco
8,158,50,branco
8,146,47,branco
6,138,48,branco
5,125,47,branco
5,130,45,branco
8,123,31,branco
8,120,32,branco
0,105,34,branco
0,108,33,branco
2,120,32,branco
12,170,33,branco
15,165,31,branco
17,162,30,branco
15,153,30,branco
11,145,30,branco
2,109,35,branco
178,113,36,branco
5,117,37,branco
11,128,34,branco
11,141,38,branco
12,144,39,branco
12,178,43,branco
11,184,43,branco
13,191,44,branco
13,183,46,branco
12,171,58,branco
11,166,63,branco
12,171,64,branco
12,161,73,branco
13,167,75,branco
12,171,79,branco
12,167,81,branco
10,169,59,branco
6,151,49,branco
6,141,47,branco
5,122,48,branco
5,127,46,branco
9,136,45,branco
5,104,32,branco
0,102,35,branco
12,156,36,branco
15,150,34,branco
17,147,33,branco
15,139,33,branco
11,131,33,branco
2,106,36,branco
178,110,37,branco
8,113,34,branco
11,176,45,branco
11,172,46,branco
11,168,47,branco
11,175,51,branco
12,173,53,branco
10,171,58,branco
11,177,59,branco
9,165,62,branco
10,174,57,branco
9,170,51,branco
8,161,49,branco
5,120,49,branco
3,109,47,branco
5,125,45,branco
9,133,46,branco
8,131,39,branco
5,114,38,branco
5,100,33,branco
5,98,34,branco
0,90,34,branco
175,93,33,branco
0,93,33,branco
11,124,35,branco
14,138,35,branco
15,146,35,branco
17,138,35,branco
15,135,34,branco
174,110,37,branco
0,99,36,branco
11,108,33,branco
8,147,45,branco
9,164,45,branco
10,172,49,branco
11,180,58,branco
12,163,83,branco
10,178,56,branco
7,163,50,branco
6,135,49,branco
4,120,51,branco
5,115,51,branco
1,109,49,branco
7,133,48,branco
8,124,41,branco
8,128,40,branco
12,160,35,branco
5,121,38,branco
0,107,38,branco
8,116,33,branco
9,161,46,branco
9,157,47,branco
10,162,52,branco
12,156,72,branco
11,156,85,branco
13,154,81,branco
12,181,62,branco
9,173,59,branco
9,155,56,branco
6,130,51,branco
4,122,50,branco
1,114,49,branco
4,125,49,branco
8,165,48,branco
10,168,50,branco
9,154,48,branco
3,121,42,branco
5,134,42,branco
5,137,41,branco
9,157,39,branco
5,130,43,branco
5,143,41,branco
7,155,41,branco
8,158,42,branco
9,172,43,branco
10,175,48,branco
10,173,53,branco
12,187,60,branco
13,156,88,branco
13,160,91,branco
12,159,85,branco
11,177,65,branco
10,176,61,branco
6,127,52,branco
8,155,51,branco
10,165,51,branco
9,168,44,branco
5,140,42,branco
5,147,40,branco
10,163,39,branco
5,136,43,branco
5,133,44,branco
8,121,42,branco
8,150,46,branco
11,174,60,branco
12,184,61,branco
13,181,69,branco
11,141,85,branco
11,145,86,branco
11,147,85,branco
12,161,84,branco
10,170,63,branco
4,130,55,branco
8,144,55,branco
10,153,55,branco
10,156,54,branco
8,149,53,branco
9,151,49,branco
8,156,44,branco
5,127,44,branco
7,136,47,branco
8,143,48,branco
11,158,50,branco
10,161,57,branco
13,160,86,branco
13,167,90,branco
11,126,75,branco
11,124,76,branco
11,123,77,branco
11,142,88,branco
11,144,87,branco
13,164,84,branco
12,173,75,branco
10,160,62,branco
10,148,57,branco
8,135,51,branco
10,150,56,branco
9,145,51,branco
5,148,38,branco
9,148,50,branco
10,158,58,branco
13,184,68,branco
13,165,85,branco
12,134,74,branco
12,136,86,branco
13,144,87,branco
13,158,95,branco
13,160,94,branco
13,162,93,branco
13,173,87,branco
13,177,85,branco
13,181,83,branco
13,173,84,branco
12,174,76,branco
13,178,70,branco
12,177,62,branco
11,160,59,branco
8,152,52,branco
9,161,38,branco
10,159,53,branco
12,171,76,branco
14,113,81,branco
13,128,82,branco
12,128,78,branco
11,138,76,branco
13,139,90,branco
13,143,89,branco
13,140,89,branco
13,145,88,branco
13,142,88,branco
12,146,91,branco
12,141,92,branco
12,144,92,branco
13,167,93,branco
13,169,92,branco
13,171,91,branco
13,169,89,branco
13,171,88,branco
13,171,85,branco
12,179,74,branco
12,181,72,branco
12,183,64,branco
11,171,61,branco
11,168,56,branco
11,168,53,branco
10,170,54,branco
10,173,62,branco
20,107,62,branco
20,102,65,branco
16,91,73,branco
17,98,73,branco
17,94,76,branco
15,95,86,branco
13,124,84,branco
13,135,85,branco
12,134,82,branco
11,126,91,branco
10,132,91,branco
11,139,90,branco
12,143,93,branco
13,150,92,branco
13,151,91,branco
13,173,93,branco
13,171,94,branco
13,179,87,branco
13,179,84,branco
13,184,79,branco
13,182,77,branco
12,184,72,branco
12,173,65,branco
12,174,63,branco
11,172,55,branco
9,165,37,branco
8,155,33,branco
8,168,41,branco
6,161,46,branco
24,60,102,branco
22,78,82,branco
22,84,76,branco
16,104,64,branco
16,92,72,branco
14,89,77,branco
14,94,73,branco
14,96,72,branco
13,102,80,branco
12,119,92,branco
13,137,91,branco
14,154,93,branco
14,157,91,branco
13,156,93,branco
13,155,94,branco
13,154,98,branco
13,186,81,branco
13,187,75,branco
12,185,73,branco
12,189,70,branco
12,170,66,branco
12,180,61,branco
6,133,50,branco
5,160,35,branco
10,175,32,branco
8,166,40,branco
8,162,41,branco
6,172,43,branco
8,172,46,branco
9,161,54,branco
22,76,87,branco
21,93,74,branco
19,101,73,branco
19,103,72,branco
17,101,73,branco
17,99,75,branco
13,91,81,branco
13,89,83,branco
13,88,84,branco
13,102,85,branco
12,135,87,branco
13,142,90,branco
12,135,98,branco
12,134,99,branco
13,163,89,branco
14,167,90,branco
14,157,96,branco
13,156,100,branco
13,157,101,branco
13,177,92,branco
12,173,78,branco
12,183,60,branco
12,192,57,branco
12,184,54,branco
8,153,45,branco
6,154,43,branco
7,168,38,branco
8,174,38,branco
8,170,39,branco
10,172,37,branco
10,168,38,branco
7,159,40,branco
11,170,42,branco
11,166,43,branco
7,154,53,branco
7,151,54,branco
8,160,62,branco
22,81,91,branco
22,90,82,branco
19,100,79,branco
18,105,78,branco
15,102,80,branco
15,101,83,branco
15,98,86,branco
13,93,90,branco
13,92,91,branco
13,95,89,branco
11,105,90,branco
12,131,101,branco
12,133,100,branco
13,162,96,branco
15,163,94,branco
14,158,95,branco
14,161,98,branco
13,159,98,branco
14,160,99,branco
13,162,99,branco
13,158,100,branco
12,178,73,branco
11,182,66,branco
12,186,63,branco
7,160,51,branco
6,154,48,branco
6,157,47,branco
6,144,46,branco
4,133,46,branco
20,107,79,branco
19,106,82,branco
17,103,89,branco
16,108,87,branco
15,101,88,branco
14,101,91,branco
13,100,97,branco
11,94,100,branco
11,98,96,branco
12,115,95,branco
14,157,101,branco
15,163,100,branco
14,167,99,branco
13,164,98,branco
14,169,98,branco
13,170,102,branco
12,174,97,branco
13,183,89,branco
12,183,88,branco
12,178,76,branco
12,176,74,branco
11,184,65,branco
7,157,52,branco
4,135,53,branco
10,156,59,branco
9,149,58,branco
8,159,64,branco
21,120,81,branco
18,109,89,branco
18,103,97,branco
17,109,94,branco
15,112,96,branco
13,147,99,branco
13,153,95,branco
12,156,98,branco
12,158,97,branco
13,154,104,branco
15,162,101,branco
14,166,100,branco
13,172,101,branco
13,175,99,branco
13,179,97,branco
12,185,87,branco
10,181,79,branco
11,184,68,branco
11,186,67,branco
8,158,63,branco
6,160,59,branco
7,158,58,branco
8,166,63,branco
20,115,89,branco
19,114,94,branco
17,109,98,branco
16,111,101,branco
15,113,102,branco
14,119,101,branco
13,124,99,branco
14,147,97,branco
14,151,98,branco
14,150,100,branco
13,145,100,branco
13,153,102,branco
13,165,94,branco
13,163,97,branco
13,160,99,branco
14,164,101,branco
14,171,100,branco
14,173,99,branco
14,174,98,branco
14,173,100,branco
14,172,101,branco
14,170,102,branco
14,167,104,branco
13,177,101,branco
13,180,99,branco
13,185,98,branco
13,183,99,branco
13,187,97,branco
13,183,95,branco
12,182,91,branco
9,179,84,branco
11,189,66,branco
10,184,65,branco
10,187,64,branco
11,185,62,branco
10,180,61,branco
8,171,61,branco
8,174,63,branco
8,167,61,branco
8,166,60,branco
6,149,58,branco
6,152,57,branco
6,155,56,branco
8,169,59,branco
9,176,58,branco
8,169,62,branco
8,173,59,branco
8,180,61,branco
8,171,64,branco
19,112,96,branco
18,109,101,branco
17,113,102,branco
16,117,100,branco
15,115,106,branco
15,126,103,branco
14,134,99,branco
13,141,98,branco
14,146,98,branco
14,152,99,branco
14,154,98,branco
14,155,97,branco
13,164,95,branco
13,165,96,branco
14,168,103,branco
13,181,100,branco
13,179,101,branco
10,191,84,branco
10,185,84,branco
9,184,83,branco
8,183,81,branco
7,176,81,branco
7,179,80,branco
8,179,77,branco
8,181,76,branco
9,180,75,branco
9,184,72,branco
9,187,71,branco
10,188,68,branco
10,190,63,branco
11,188,61,branco
10,193,62,branco
9,179,64,branco
8,180,65,branco
8,169,65,branco
8,165,62,branco
8,162,63,branco
6,155,61,branco
5,151,59,branco
5,157,57,branco
5,159,56,branco
5,162,55,branco
5,165,54,branco
5,168,53,branco
5,172,52,branco
6,176,55,branco
8,183,57,branco
10,189,58,branco
8,177,62,branco
10,183,60,branco
8,189,58,branco
10,196,56,branco
8,186,59,branco
10,192,57,branco
8,183,60,branco
7,175,64,branco
7,178,63,branco
6,170,63,branco
8,176,58,branco
8,179,57,branco
9,174,66,branco
19,109,98,branco
18,110,100,branco
17,119,101,branco
17,122,100,branco
15,120,108,branco
15,131,105,branco
13,144,101,branco
14,154,96,branco
14,157,94,branco
14,163,91,branco
14,169,89,branco
13,160,97,branco
14,179,97,branco
15,184,97,branco
15,180,99,branco
15,179,100,branco
15,177,101,branco
14,178,103,branco
13,179,104,branco
13,184,101,branco
13,188,99,branco
13,190,98,branco
13,188,102,branco
13,186,103,branco
10,196,82,branco
10,201,80,branco
10,206,78,branco
10,197,79,branco
7,179,81,branco
7,174,79,branco
7,177,78,branco
7,174,76,branco
7,177,75,branco
8,176,74,branco
8,182,70,branco
9,183,67,branco
10,196,61,branco
9,185,66,branco
8,188,68,branco
8,178,66,branco
8,175,67,branco
8,182,56,branco
8,185,55,branco
4,164,56,branco
4,167,55,branco
4,170,54,branco
4,173,53,branco
4,177,52,branco
4,180,51,branco
6,190,51,branco
10,203,59,branco
8,196,60,branco
10,200,60,branco
8,189,62,branco
8,186,63,branco
8,199,59,branco
10,207,58,branco
8,192,61,branco
7,181,62,branco
6,183,64,branco
6,180,65,branco
6,178,66,branco
6,175,67,branco
7,173,65,branco
6,173,68,branco
7,170,66,branco
6,176,61,branco
10,174,69,branco
17,116,99,branco
16,116,101,branco
16,121,105,branco
15,127,108,branco
14,132,108,branco
14,142,106,branco
15,146,105,branco
14,149,106,branco
14,152,104,branco
13,159,101,branco
14,163,97,branco
14,165,91,branco
13,181,93,branco
14,181,96,branco
13,179,100,branco
13,188,95,branco
13,194,92,branco
13,199,91,branco
13,201,90,branco
13,195,93,branco
11,186,92,branco
11,181,83,branco
11,183,82,branco
11,186,81,branco
11,201,75,branco
11,206,73,branco
11,209,72,branco
10,199,73,branco
7,172,77,branco
6,166,77,branco
6,168,76,branco
7,169,74,branco
8,170,72,branco
9,171,67,branco
10,177,62,branco
9,194,59,branco
8,187,56,branco
8,192,57,branco
8,190,55,branco
8,192,53,branco
6,181,52,branco
6,185,51,branco
6,189,50,branco
6,193,49,branco
4,156,59,branco
4,158,58,branco
6,186,52,branco
9,191,60,branco
9,185,62,branco
9,182,63,branco
9,194,63,branco
9,191,64,branco
8,183,64,branco
7,184,61,branco
6,170,69,branco
6,168,70,branco
6,165,71,branco
7,160,70,branco
10,182,66,branco
13,115,100,branco
14,120,100,branco
14,121,103,branco
15,142,97,branco
14,144,103,branco
15,142,108,branco
15,149,106,branco
15,160,102,branco
15,168,97,branco
14,178,96,branco
14,173,96,branco
13,179,94,branco
13,177,98,branco
13,184,104,branco
13,191,100,branco
13,196,95,branco
14,184,100,branco
13,190,86,branco
12,193,86,branco
12,195,85,branco
12,197,84,branco
10,180,71,branco
10,185,69,branco
10,190,67,branco
8,170,60,branco
8,171,58,branco
8,174,57,branco
8,181,55,branco
8,184,54,branco
8,188,53,branco
9,186,52,branco
7,173,53,branco
7,177,52,branco
6,173,50,branco
6,177,49,branco
7,170,48,branco
6,167,52,branco
7,167,49,branco
5,185,55,branco
5,182,56,branco
5,173,59,branco
5,176,58,branco
5,179,57,branco
5,167,61,branco
6,162,60,branco
8,177,59,branco
8,174,60,branco
7,167,67,branco
7,163,69,branco
12,113,104,branco
13,122,100,branco
13,129,99,branco
14,135,98,branco
14,145,102,branco
15,153,100,branco
15,161,98,branco
15,165,102,branco
14,163,105,branco
14,161,106,branco
14,168,94,branco
13,166,95,branco
13,193,99,branco
13,197,97,branco
13,209,94,branco
13,205,91,branco
14,183,95,branco
14,174,95,branco
14,178,93,branco
13,191,84,branco
12,196,82,branco
11,199,78,branco
12,199,77,branco
10,183,78,branco
10,186,59,branco
7,167,55,branco
7,170,54,branco
7,174,47,branco
6,164,45,branco
6,148,50,branco
6,145,51,branco
6,179,54,branco
6,166,57,branco
9,179,57,branco
9,182,56,branco
8,180,58,branco
7,165,68,branco
8,170,69,branco
8,168,70,branco
15,167,98,branco
14,163,102,branco
14,158,105,branco
14,161,103,branco
13,175,89,branco
13,184,94,branco
12,191,92,branco
13,191,91,branco
13,183,88,branco
14,180,88,branco
14,188,84,branco
13,198,80,branco
13,207,75,branco
12,207,74,branco
13,209,72,branco
11,200,74,branco
12,199,73,branco
11,195,72,branco
10,196,73,branco
11,198,71,branco
10,198,72,branco
11,194,71,branco
10,174,63,branco
6,175,54,branco
6,170,57,branco
6,173,56,branco
6,167,58,branco
6,164,59,branco
6,163,58,branco
6,168,56,branco
9,188,61,branco
9,188,65,branco
9,180,68,branco
9,177,69,branco
13,130,98,branco
13,139,92,branco
13,140,91,branco
13,136,101,branco
13,132,104,branco
13,141,103,branco
13,151,103,branco
14,154,103,branco
13,156,103,branco
13,161,100,branco
12,187,86,branco
13,192,85,branco
12,189,85,branco
13,190,79,branco
13,186,78,branco
13,188,80,branco
13,191,76,branco
12,194,75,branco
13,200,70,branco
12,190,71,branco
11,191,72,branco
11,195,68,branco
9,195,68,branco
10,199,64,branco
9,207,64,branco
9,201,61,branco
8,194,54,branco
8,191,52,branco
6,172,55,branco
6,167,64,branco
8,177,69,branco
13,143,96,branco
14,144,99,branco
12,187,71,branco
12,188,72,branco
11,182,73,branco
12,186,70,branco
11,192,65,branco
8,202,58,branco
8,196,56,branco
8,189,54,branco
6,178,53,branco
9,176,55,branco
9,179,54,branco
6,173,62,branco
6,164,67,branco
6,163,72,branco
6,162,74,branco
8,168,73,branco
14,137,104,branco
14,135,106,branco
13,151,96,branco
12,189,62,branco
6,169,65,branco
8,183,67,branco
6,160,75,branco
6,158,76,branco
7,164,76,branco
15,158,97,branco
14,149,101,branco
11,152,62,branco
8,178,56,branco
6,161,54,branco
6,158,55,branco
4,146,56,branco
4,143,57,branco
4,148,55,branco
4,154,53,branco
6,164,53,branco
10,163,61,branco
6,159,61,branco
6,165,65,branco
6,171,64,branco
8,185,66,branco
6,159,74,branco
5,165,74,branco
7,171,73,branco
12,194,67,branco
12,197,66,branco
15,147,104,branco
15,150,102,branco
12,169,80,branco
11,210,63,branco
10,179,47,branco
4,151,54,branco
6,156,62,branco
6,162,66,branco
6,166,72,branco
6,169,71,branco
5,172,71,branco
7,178,70,branco
12,191,68,branco
13,168,82,branco
12,177,75,branco
10,179,60,branco
11,178,53,branco
5,144,53,branco
5,147,52,branco
5,150,51,branco
5,153,50,branco
5,156,49,branco
11,155,61,branco
8,175,70,branco
14,150,95,branco
13,158,92,branco
13,184,75,branco
10,182,59,branco
11,183,57,branco
10,188,57,branco
10,181,55,branco
11,181,52,branco
10,180,51,branco
4,140,53,branco
4,142,52,branco
9,177,65,branco
6,171,70,branco
14,160,83,branco
13,195,64,branco
11,193,62,branco
12,196,60,branco
12,175,64,branco
10,167,64,branco
10,184,50,branco
9,173,50,branco
4,137,52,branco
1,130,53,branco
6,142,52,branco
6,127,58,branco
13,153,55,branco
13,143,59,branco
13,145,58,branco
13,164,76,branco
13,169,74,branco
11,149,53,branco
12,144,53,branco
11,144,55,branco
12,142,54,branco
12,134,57,branco
15,141,56,branco
12,132,58,branco
12,139,55,branco
15,149,53,branco
15,155,51,branco
13,157,47,branco
13,161,46,branco
13,137,54,branco
12,137,56,branco
13,132,56,branco
13,130,57,branco
14,132,52,branco
11,130,53,branco
14,135,51,branco
11,135,51,branco
14,143,48,branco
11,141,49,branco
14,153,45,branco
14,156,44,branco
11,179,50,branco
11,175,54,branco
12,181,55,branco
12,150,51,branco
13,148,50,branco
11,137,52,branco
11,143,50,branco
10,140,60,branco
11,132,54,branco
13,151,49,branco
14,164,42,branco
14,168,41,branco
13,168,44,branco
14,160,43,branco
13,142,52,branco
14,138,50,branco
14,146,47,branco
13,154,48,branco
13,142,45,branco
15,142,43,branco
13,145,44,branco
15,146,42,branco
13,148,43,branco
13,163,39,branco
15,161,38,branco
13,168,38,branco
15,170,36,branco
13,172,37,branco
12,174,44,branco
13,177,46,branco
13,184,47,branco
12,180,51,branco
12,177,52,branco
13,186,52,branco
11,136,58,branco
11,140,51,branco
13,133,48,branco
11,132,52,branco
8,133,50,branco
5,149,60,branco
5,146,61,branco
12,196,39,branco
12,191,40,branco
16,158,42,branco
16,174,38,branco
14,181,38,branco
16,179,37,branco
14,177,39,branco
16,170,39,branco
16,166,40,branco
14,172,40,branco
16,184,36,branco
14,197,35,branco
16,201,33,branco
15,155,33,branco
12,165,34,branco
15,159,32,branco
12,175,32,branco
15,170,30,branco
15,175,35,branco
13,176,42,branco
13,185,40,branco
13,190,39,branco
13,180,41,branco
15,188,42,branco
13,185,44,branco
13,181,45,branco
15,187,45,branco
13,181,48,branco
13,177,49,branco
14,187,49,branco
11,138,50,branco
11,187,56,branco
11,201,52,branco
11,201,47,branco
11,172,40,branco
12,140,40,branco
15,138,37,branco
15,148,31,branco
15,164,28,branco
11,177,39,branco
11,186,37,branco
10,188,34,branco
11,203,34,branco
12,183,32,branco
12,168,35,branco
12,163,36,branco
13,174,47,branco
13,170,48,branco
13,158,55,branco
13,161,54,branco
12,187,49,branco
10,139,46,branco
8,119,43,branco
14,111,30,branco
16,104,27,branco
16,108,26,branco
16,112,25,branco
14,123,27,branco
14,118,28,branco
11,119,30,branco
8,100,28,branco
13,88,26,branco
13,92,25,branco
11,123,29,branco
11,149,29,branco
8,132,29,branco
11,155,28,branco
8,137,28,branco
11,140,31,branco
13,155,41,branco
13,140,53,branco
13,143,57,branco
13,159,61,branco
13,156,62,branco
12,160,62,branco
15,168,50,branco
13,160,51,branco
15,162,52,branco
15,161,49,branco
15,165,48,branco
13,163,50,branco
13,154,53,branco
13,151,54,branco
5,106,41,branco
5,108,40,branco
5,111,39,branco
11,73,28,branco
13,69,26,branco
13,71,25,branco
13,74,24,branco
11,82,25,branco
11,78,26,branco
6,88,29,branco
3,94,30,branco
5,109,28,branco
5,113,27,branco
5,106,29,branco
5,118,26,branco
5,102,30,branco
5,99,31,branco
0,99,31,branco
5,135,34,branco
5,131,35,branco
14,135,36,branco
15,172,49,branco
11,130,55,branco
11,174,41,branco
9,124,39,branco
8,106,36,branco
8,109,35,branco
8,128,30,branco
11,128,28,branco
11,76,27,branco
6,91,28,branco
3,97,29,branco
8,104,27,branco
8,108,26,branco
8,112,25,branco
8,97,29,branco
6,94,27,branco
177,85,27,branco
177,91,28,branco
3,100,28,branco
0,106,29,branco
5,114,29,branco
5,123,27,branco
2,132,29,branco
5,145,30,branco
5,140,31,branco
13,128,32,branco
13,177,36,branco
13,195,38,branco
15,198,40,branco
15,180,44,branco
12,140,42,branco
12,130,45,branco
10,130,49,branco
12,122,48,branco
10,128,50,branco
12,125,47,branco
10,133,48,branco
12,136,43,branco
11,112,32,branco
11,115,31,branco
11,132,27,branco
13,78,23,branco
11,85,24,branco
177,88,26,branco
0,64,24,branco
6,98,26,branco
3,104,27,branco
5,118,28,branco
14,107,31,branco
13,132,31,branco
13,136,30,branco
15,197,31,branco
15,185,33,branco
8,123,56,branco
6,125,59,branco
11,141,56,branco
12,143,41,branco
12,148,38,branco
11,131,41,branco
10,127,44,branco
11,122,44,branco
11,134,40,branco
8,94,30,branco
13,96,24,branco
13,100,23,branco
173,44,23,branco
13,141,29,branco
12,181,31,branco
12,159,37,branco
4,121,59,branco
6,123,60,branco
10,136,47,branco
10,134,42,branco
9,118,41,branco
9,121,40,branco
11,120,36,branco
8,103,37,branco
11,114,38,branco
11,135,32,branco
13,85,27,branco
13,81,22,branco
11,89,23,branco
6,53,24,branco
173,43,24,branco
6,102,25,branco
11,93,22,branco
14,127,26,branco
8,90,31,branco
13,146,28,branco
13,157,26,branco
6,116,57,branco
11,135,53,branco
10,125,45,branco
11,99,36,branco
11,105,34,branco
5,96,32,branco
5,93,33,branco
19,82,25,branco
3,108,26,branco
19,89,23,branco
19,93,22,branco
19,97,21,branco
13,85,21,branco
6,55,23,branco
165,24,21,branco
20,36,21,branco
8,117,24,branco
6,61,21,branco
13,104,22,branco
14,138,24,branco
14,133,25,branco
6,118,56,branco
4,119,60,branco
8,119,58,branco
14,184,50,branco
13,152,57,branco
12,120,49,branco
10,114,49,branco
11,125,43,branco
5,90,34,branco
5,92,36,branco
5,87,35,branco
8,78,36,branco
8,83,34,branco
19,85,24,branco
6,58,22,branco
20,38,20,branco
13,89,20,branco
11,102,20,branco
11,97,21,branco
13,109,21,branco
6,114,58,branco
4,123,58,branco
10,123,52,branco
13,125,51,branco
13,139,46,branco
13,128,50,branco
15,148,57,branco
13,134,61,branco
13,128,64,branco
13,123,60,branco
11,123,56,branco
12,115,51,branco
11,111,39,branco
6,85,30,branco
3,88,32,branco
6,80,32,branco
11,68,30,branco
11,70,29,branco
24,55,23,branco
24,58,22,branco
24,61,21,branco
24,64,20,branco
6,106,24,branco
6,111,23,branco
6,116,22,branco
6,121,21,branco
11,137,26,branco
11,143,25,branco
0,70,22,branco
0,73,21,branco
0,77,20,branco
0,81,19,branco
11,107,19,branco
4,125,57,branco
13,136,47,branco
13,120,53,branco
13,118,54,branco
13,123,52,branco
13,130,49,branco
15,144,55,branco
12,130,59,branco
13,114,56,branco
12,111,53,branco
11,107,50,branco
11,108,40,branco
13,110,37,branco
11,102,35,branco
6,82,31,branco
177,96,24,branco
12,117,48,branco
12,125,45,branco
12,137,41,branco
12,152,37,branco
12,122,46,branco
12,114,49,branco
12,106,53,branco
12,102,55,branco
12,104,54,branco
12,110,51,branco
14,141,49,branco
14,108,45,branco
8,85,33,branco
13,79,29,branco
3,112,25,branco
11,167,26,branco
11,137,39,branco
9,151,32,branco
8,142,27,branco
0,67,23,branco
8,130,61,branco
12,107,55,branco
12,119,47,branco
12,130,43,branco
14,124,39,branco
13,107,38,branco
14,100,33,branco
13,77,30,branco
13,82,28,branco
19,78,26,branco
5,111,30,branco
10,170,33,branco
9,156,31,branco
5,122,25,branco
5,128,24,branco
177,92,25,branco
11,134,59,branco
11,130,61,branco
10,129,65,branco
11,125,63,branco
13,108,59,branco
15,98,52,branco
15,113,45,branco
15,131,39,branco
15,142,36,branco
15,121,42,branco
15,116,44,branco
15,109,47,branco
15,106,48,branco
15,111,46,branco
14,104,32,branco
16,97,29,branco
16,100,28,branco
21,98,26,branco
30,89,23,branco
0,61,25,branco
3,90,31,branco
3,85,33,branco
5,127,26,branco
2,137,28,branco
2,123,31,branco
2,128,30,branco
5,149,29,branco
8,159,32,branco
0,109,28,branco
177,94,27,branco
11,127,62,branco
11,124,64,branco
13,131,64,branco
11,133,67,branco
12,121,63,branco
13,110,58,branco
15,100,51,branco
15,134,38,branco
15,128,40,branco
15,124,41,branco
30,93,22,branco
21,106,24,branco
0,59,26,branco
0,57,27,branco
3,83,34,branco
3,78,36,branco
3,76,37,branco
3,80,35,branco
3,117,24,branco
0,102,30,branco
5,139,33,branco
11,154,58,branco
9,128,48,branco
175,96,32,branco
11,122,65,branco
13,126,67,branco
13,131,66,branco
12,139,66,branco
12,113,52,branco
14,121,40,branco
14,131,37,branco
5,107,31,branco
21,102,25,branco
30,111,23,branco
30,116,22,branco
35,127,22,branco
30,97,21,branco
177,82,28,branco
177,79,29,branco
177,77,30,branco
0,55,28,branco
11,66,31,branco
6,75,34,branco
6,77,33,branco
3,74,38,branco
0,128,32,branco
0,124,33,branco
0,117,35,branco
0,110,37,branco
0,102,40,branco
0,100,41,branco
0,97,42,branco
0,95,43,branco
0,91,45,branco
0,89,46,branco
3,116,44,branco
9,125,49,branco
5,119,47,branco
0,89,40,branco
13,124,68,branco
13,124,70,branco
13,126,69,branco
13,140,62,branco
13,141,58,branco
13,124,33,branco
13,120,34,branco
21,116,22,branco
8,88,32,branco
13,72,32,branco
8,76,37,branco
14,87,38,branco
5,75,41,branco
11,89,40,branco
11,92,39,branco
11,96,37,branco
5,103,42,branco
5,101,43,branco
3,142,36,branco
5,122,46,branco
5,114,49,branco
5,110,51,branco
5,108,52,branco
5,109,54,branco
5,105,56,branco
5,103,57,branco
7,120,53,branco
15,126,67,branco
15,133,67,branco
15,139,64,branco
15,157,57,branco
15,175,51,branco
15,181,45,branco
2,103,37,branco
11,128,42,branco
12,127,44,branco
12,134,42,branco
10,177,36,branco
13,183,57,branco
15,134,63,branco
15,136,62,branco
15,141,58,branco
15,151,54,branco
15,167,49,branco
17,193,45,branco
17,185,40,branco
13,117,35,branco
14,114,29,branco
5,118,39,branco
9,176,42,branco
10,185,58,branco
11,190,55,branco
13,188,61,branco
13,191,60,branco
14,200,60,branco
15,189,58,branco
17,164,45,branco
17,176,42,branco
15,131,35,branco
3,124,41,branco
3,119,43,branco
12,127,46,branco
9,192,53,branco
9,189,54,branco
10,188,53,branco
11,194,54,branco
13,185,62,branco
15,165,37,branco
